session_id,subscriber_id,content_id,watch_date,watch_hour,watch_mins,completion_pct
WS00000481,S000013,C0338,2024-11-11,11,38,74.51
WS00000482,S000013,C0301,2024-12-24,11,15,45.45
WS00000483,S000013,C0251,2024-02-04,4,19,52.78
WS00000484,S000013,C0422,2024-06-22,20,33,30.28
WS00000485,S000013,C0218,2024-08-20,20,13,30.23
WS00000486,S000013,C0301,2024-08-05,22,17,51.52
WS00000487,S000013,C0053,2024-09-14,5,24,55.81
WS00000488,S000013,C0275,2024-03-23,21,39,78.0
WS00000489,S000013,C0398,2024-03-09,20,21,95.45
WS00000490,S000013,C0423,2024-12-05,21,16,55.17
WS00000491,S000013,C0274,2024-12-28,22,5,16.67
WS00000492,S000013,C0410,2024-12-22,8,36,72.0
WS00000493,S000013,C0355,2024-01-15,23,94,55.29
WS00000494,S000013,C0286,2024-05-06,21,15,71.43
WS00000495,S000013,C0195,2024-12-16,21,74,67.89
WS00000496,S000013,C0231,2024-01-16,9,21,72.41
WS00000497,S000013,C0301,2024-11-01,12,8,24.24
WS00000498,S000013,C0068,2024-12-01,22,25,80.65
WS00000499,S000013,C0448,2024-12-07,17,20,57.14
WS00000500,S000013,C0284,2024-03-03,14,27,62.79
WS00000501,S000013,C0184,2024-11-17,21,77,57.46
WS00000502,S000014,C0188,2024-07-01,8,31,65.96
WS00000503,S000014,C0405,2024-11-09,21,29,72.5
WS00000504,S000014,C0459,2024-04-09,11,32,76.19
WS00000505,S000014,C0446,2024-02-24,11,26,96.3
WS00000506,S000014,C0072,2024-11-16,22,88,81.48
WS00000507,S000014,C0396,2024-05-28,20,29,76.32
WS00000508,S000014,C0326,2024-11-05,13,56,46.28
WS00000509,S000014,C0289,2024-01-07,20,13,30.95
WS00000510,S000014,C0257,2024-06-11,7,22,56.41
WS00000511,S000014,C0380,2024-12-22,18,15,14.56
WS00000512,S000014,C0131,2024-04-01,17,64,37.87
WS00000513,S000014,C0438,2024-09-03,15,38,82.61
WS00000514,S000014,C0450,2024-04-19,11,125,84.46
WS00000515,S000014,C0400,2024-08-19,7,12,57.14
WS00000516,S000014,C0429,2024-09-16,8,19,43.18
WS00000517,S000014,C0080,2024-12-09,7,20,18.52
WS00000518,S000014,C0418,2024-02-22,9,22,55.0
WS00000519,S000014,C0228,2024-06-28,21,66,56.9
WS00000520,S000014,C0200,2024-01-23,20,24,58.54
WS00000521,S000014,C0336,2024-01-18,22,10,47.62
WS00000522,S000014,C0222,2024-12-25,12,40,41.24
WS00000523,S000014,C0337,2024-07-30,17,11,36.67
WS00000524,S000014,C0373,2024-01-18,11,5,13.51
WS00000525,S000014,C0019,2024-09-05,12,86,51.5
WS00000526,S000014,C0320,2024-09-19,12,6,15.0
WS00000527,S000014,C0490,2024-10-12,9,21,50.0
WS00000528,S000014,C0485,2024-10-18,20,13,46.43
WS00000529,S000014,C0335,2024-07-28,0,18,62.07
WS00000530,S000014,C0240,2024-11-03,12,26,50.98
WS00000531,S000014,C0304,2024-09-13,21,9,33.33
WS00000532,S000015,C0229,2024-07-21,1,11,25.58
WS00000533,S000015,C0049,2024-06-25,1,27,65.85
WS00000534,S000015,C0118,2024-03-14,22,38,71.7
WS00000535,S000015,C0426,2024-09-22,23,63,67.02
WS00000536,S000015,C0309,2024-11-26,8,12,26.67
WS00000537,S000015,C0307,2024-05-28,11,11,40.74
WS00000538,S000015,C0262,2024-05-19,7,35,20.83
WS00000539,S000015,C0305,2024-09-21,9,35,41.67
WS00000540,S000015,C0437,2024-04-24,5,21,51.22
WS00000541,S000015,C0411,2024-09-05,21,132,98.51
WS00000542,S000015,C0143,2024-01-08,0,74,49.66
WS00000543,S000015,C0287,2024-09-09,20,92,67.15
WS00000544,S000015,C0257,2024-08-29,15,14,35.9
WS00000545,S000015,C0108,2024-11-08,20,41,25.15
WS00000546,S000015,C0084,2024-02-16,18,18,64.29
WS00000547,S000015,C0379,2024-07-29,7,136,90.07
WS00000548,S000015,C0077,2024-05-19,2,27,77.14
WS00000549,S000015,C0421,2024-02-24,21,27,62.79
WS00000550,S000015,C0472,2024-01-04,17,27,65.85
WS00000551,S000015,C0256,2024-02-12,13,39,36.11
WS00000552,S000015,C0351,2024-11-15,20,71,69.61
WS00000553,S000015,C0052,2024-07-29,9,21,58.33
WS00000554,S000015,C0328,2024-12-02,14,56,60.87
WS00000555,S000015,C0068,2024-06-06,8,22,70.97
WS00000556,S000015,C0463,2024-07-30,21,38,90.48
WS00000557,S000015,C0427,2024-06-03,9,68,64.76
WS00000558,S000015,C0269,2024-06-08,22,12,44.44
WS00000559,S000015,C0376,2024-02-15,12,32,80.0
WS00000560,S000015,C0382,2024-08-06,21,18,75.0
WS00000561,S000015,C0121,2024-10-15,17,5,9.43
WS00000562,S000015,C0338,2024-02-23,22,6,11.76
WS00000563,S000015,C0401,2024-07-19,21,84,49.7
WS00000564,S000015,C0256,2024-03-13,20,75,69.44
WS00000565,S000015,C0219,2024-10-09,7,36,80.0
WS00000566,S000015,C0152,2024-07-26,21,84,95.45
WS00000567,S000015,C0053,2024-03-14,20,23,53.49
WS00000568,S000015,C0130,2024-12-24,22,7,29.17
WS00000569,S000015,C0153,2024-07-14,22,17,51.52
WS00000570,S000015,C0135,2024-10-23,20,11,52.38
WS00000571,S000015,C0172,2024-07-28,22,37,32.17
WS00000572,S000015,C0064,2024-03-03,22,10,41.67
WS00000573,S000015,C0409,2024-01-08,21,23,60.53
WS00000574,S000015,C0474,2024-10-10,0,97,78.86
WS00000575,S000015,C0199,2024-07-08,20,40,75.47
WS00000576,S000015,C0317,2024-11-05,22,5,17.86
WS00000577,S000015,C0081,2024-10-09,8,113,99.12
WS00000578,S000015,C0452,2024-10-05,7,21,84.0
WS00000579,S000015,C0484,2024-07-19,21,16,59.26
WS00000580,S000015,C0155,2024-09-21,16,31,93.94
WS00000581,S000015,C0179,2024-06-16,20,37,78.72
WS00000582,S000015,C0259,2024-10-08,13,17,68.0
WS00000583,S000015,C0181,2024-11-27,22,51,46.79
WS00000584,S000015,C0233,2024-02-01,22,14,50.0
WS00000585,S000015,C0407,2024-12-10,13,95,59.75
WS00000586,S000015,C0035,2024-08-07,21,134,99.26
WS00000587,S000015,C0488,2024-02-21,15,16,51.61
WS00000588,S000015,C0009,2024-01-03,7,24,88.89
WS00000589,S000015,C0292,2024-03-21,20,22,13.1
WS00000590,S000015,C0227,2024-05-20,6,7,20.59
WS00000591,S000015,C0402,2024-07-02,21,21,53.85
WS00000592,S000016,C0193,2024-01-14,20,31,34.07
WS00000593,S000016,C0228,2024-11-01,18,111,95.69
WS00000594,S000016,C0465,2024-02-15,21,32,26.89
WS00000595,S000016,C0148,2024-05-29,1,56,56.57
WS00000596,S000016,C0149,2024-11-13,20,16,53.33
WS00000597,S000016,C0489,2024-04-29,13,15,62.5
WS00000598,S000016,C0172,2024-07-30,8,26,22.61
WS00000599,S000016,C0459,2024-08-28,22,25,59.52
WS00000600,S000016,C0142,2024-05-13,6,9,36.0
WS00000601,S000016,C0205,2024-11-30,20,42,77.78
WS00000602,S000016,C0024,2024-12-14,3,22,45.83
WS00000603,S000016,C0222,2024-11-23,12,94,96.91
WS00000604,S000016,C0088,2024-05-12,18,34,37.36
WS00000605,S000016,C0490,2024-11-06,7,13,30.95
WS00000606,S000016,C0349,2024-12-29,4,35,37.63
WS00000607,S000016,C0438,2024-05-27,21,6,13.04
WS00000608,S000016,C0341,2024-10-18,22,65,58.56
WS00000609,S000016,C0276,2024-10-28,16,40,85.11
WS00000610,S000016,C0198,2024-02-03,14,37,69.81
WS00000611,S000016,C0072,2024-06-22,22,15,13.89
WS00000612,S000016,C0426,2024-02-16,2,21,22.34
WS00000613,S000016,C0392,2024-07-17,20,12,46.15
WS00000614,S000016,C0341,2024-10-10,12,32,28.83
WS00000615,S000016,C0336,2024-11-25,22,20,95.24
WS00000616,S000016,C0263,2024-01-24,21,8,36.36
WS00000617,S000016,C0239,2024-06-20,12,18,40.0
WS00000618,S000016,C0209,2024-12-27,22,12,27.27
WS00000619,S000016,C0007,2024-03-28,21,7,5.93
WS00000620,S000016,C0189,2024-01-30,1,11,31.43
WS00000621,S000017,C0007,2024-06-19,12,43,36.44
WS00000622,S000017,C0108,2024-10-10,5,151,92.64
WS00000623,S000017,C0092,2024-03-04,8,151,86.78
WS00000624,S000017,C0393,2024-08-12,0,14,31.82
WS00000625,S000017,C0010,2024-12-25,13,11,13.25
WS00000626,S000017,C0310,2024-08-20,2,74,66.07
WS00000627,S000017,C0043,2024-05-12,10,130,73.03
WS00000628,S000017,C0370,2024-05-21,20,10,50.0
WS00000629,S000017,C0267,2024-05-17,13,6,18.75
WS00000630,S000017,C0254,2024-08-10,6,50,45.05
WS00000631,S000017,C0074,2024-10-03,22,24,60.0
WS00000632,S000017,C0398,2024-07-16,20,9,40.91
WS00000633,S000017,C0188,2024-02-16,10,27,57.45
WS00000634,S000017,C0208,2024-08-24,21,17,80.95
WS00000635,S000017,C0160,2024-05-24,16,26,76.47
WS00000636,S000017,C0379,2024-04-03,8,129,85.43
WS00000637,S000017,C0217,2024-11-19,3,48,88.89
WS00000638,S000017,C0304,2024-10-26,15,9,33.33
WS00000639,S000017,C0123,2024-01-21,22,19,79.17
WS00000640,S000017,C0208,2024-04-27,10,15,71.43
WS00000641,S000017,C0386,2024-10-27,21,22,75.86
WS00000642,S000017,C0091,2024-08-03,13,21,60.0
WS00000643,S000017,C0144,2024-05-13,19,15,68.18
WS00000644,S000017,C0112,2024-04-05,20,15,9.09
WS00000645,S000017,C0276,2024-10-18,7,25,53.19
WS00000646,S000017,C0347,2024-09-30,13,15,17.86
WS00000647,S000017,C0045,2024-11-10,10,30,76.92
WS00000648,S000017,C0094,2024-12-24,12,56,60.87
WS00000649,S000017,C0242,2024-01-17,19,36,94.74
WS00000650,S000017,C0046,2024-05-20,23,45,93.75
WS00000651,S000017,C0225,2024-06-26,20,37,75.51
WS00000652,S000017,C0283,2024-02-27,16,10,5.68
WS00000653,S000017,C0001,2024-10-10,19,15,44.12
WS00000654,S000017,C0156,2024-07-28,12,31,93.94
WS00000655,S000017,C0253,2024-02-10,1,23,74.19
WS00000656,S000017,C0439,2024-05-29,13,9,42.86
WS00000657,S000017,C0313,2024-11-17,15,26,16.88
WS00000658,S000017,C0034,2024-08-25,7,6,13.33
WS00000659,S000017,C0036,2024-01-08,7,44,83.02
WS00000660,S000017,C0452,2024-03-04,16,22,88.0
WS00000661,S000017,C0010,2024-04-15,12,54,65.06
WS00000662,S000017,C0278,2024-12-23,7,11,33.33
WS00000663,S000017,C0133,2024-04-29,16,30,37.5
WS00000664,S000017,C0031,2024-05-19,21,45,49.45
WS00000665,S000017,C0194,2024-12-13,20,53,98.15
WS00000666,S000017,C0074,2024-05-15,7,37,92.5
WS00000667,S000017,C0076,2024-11-08,12,39,39.8
WS00000668,S000017,C0165,2024-09-29,22,9,42.86
WS00000669,S000017,C0354,2024-03-22,4,5,20.0
WS00000670,S000017,C0061,2024-10-19,23,98,59.04
WS00000671,S000017,C0450,2024-09-09,5,145,97.97
WS00000672,S000017,C0340,2024-08-25,23,10,31.25
WS00000673,S000017,C0394,2024-10-25,1,99,60.37
WS00000674,S000017,C0345,2024-10-23,13,103,73.05
WS00000675,S000017,C0133,2024-09-20,20,15,18.75
WS00000676,S000017,C0448,2024-02-03,12,9,25.71
WS00000677,S000017,C0043,2024-01-12,15,100,56.18
WS00000678,S000017,C0402,2024-05-19,9,27,69.23
WS00000679,S000017,C0354,2024-09-25,1,25,100.0
WS00000680,S000017,C0175,2024-08-20,16,17,80.95
WS00000681,S000017,C0355,2024-01-04,20,160,94.12
WS00000682,S000017,C0214,2024-05-24,10,28,26.67
WS00000683,S000017,C0154,2024-07-18,9,104,87.39
WS00000684,S000017,C0440,2024-01-10,2,12,6.74
WS00000685,S000017,C0439,2024-12-12,16,18,85.71
WS00000686,S000017,C0005,2024-05-12,15,83,60.14
WS00000687,S000017,C0490,2024-11-10,12,12,28.57
WS00000688,S000017,C0060,2024-02-24,13,84,88.42
WS00000689,S000017,C0427,2024-01-10,22,45,42.86
WS00000690,S000017,C0459,2024-04-16,10,24,57.14
WS00000691,S000017,C0252,2024-04-10,16,79,49.07
WS00000692,S000017,C0223,2024-08-01,20,92,53.49
WS00000693,S000017,C0428,2024-09-10,4,5,20.83
WS00000694,S000017,C0294,2024-11-08,2,15,50.0
WS00000695,S000017,C0070,2024-09-08,16,5,25.0
WS00000696,S000017,C0252,2024-10-06,5,39,24.22
WS00000697,S000018,C0189,2024-02-23,5,12,34.29
WS00000698,S000018,C0316,2024-08-01,17,19,42.22
WS00000699,S000018,C0183,2024-01-24,6,8,16.33
WS00000700,S000018,C0256,2024-12-24,0,90,83.33
WS00000701,S000018,C0283,2024-09-13,8,41,23.3
WS00000702,S000018,C0211,2024-10-21,16,127,92.03
WS00000703,S000018,C0286,2024-09-05,1,19,90.48
WS00000704,S000018,C0409,2024-05-01,1,7,18.42
WS00000705,S000018,C0429,2024-05-05,17,32,72.73
WS00000706,S000018,C0032,2024-06-22,17,21,13.12
WS00000707,S000018,C0356,2024-04-19,21,8,27.59
WS00000708,S000018,C0144,2024-12-22,20,18,81.82
WS00000709,S000018,C0091,2024-07-25,1,34,97.14
WS00000710,S000018,C0167,2024-01-18,12,46,54.12
WS00000711,S000018,C0494,2024-09-15,17,8,25.0
WS00000712,S000018,C0462,2024-03-07,19,24,75.0
WS00000713,S000018,C0053,2024-10-13,19,39,90.7
WS00000714,S000018,C0076,2024-03-24,17,14,14.29
WS00000715,S000018,C0312,2024-11-02,20,40,40.82
WS00000716,S000018,C0337,2024-01-05,13,12,40.0
WS00000717,S000018,C0100,2024-04-17,20,17,53.12
WS00000718,S000018,C0028,2024-09-21,1,25,78.12
WS00000719,S000018,C0093,2024-02-17,18,12,42.86
WS00000720,S000018,C0006,2024-09-14,3,65,45.45
WS00000721,S000018,C0269,2024-09-01,22,21,77.78
WS00000722,S000018,C0151,2024-07-18,23,9,28.12
WS00000723,S000018,C0400,2024-08-04,12,16,76.19
WS00000724,S000018,C0338,2024-07-28,20,17,33.33
WS00000725,S000018,C0171,2024-02-29,7,9,30.0
WS00000726,S000018,C0153,2024-08-26,17,6,18.18
WS00000727,S000018,C0095,2024-03-25,20,9,8.33
WS00000728,S000018,C0026,2024-04-07,20,11,23.4
WS00000729,S000018,C0270,2024-11-08,8,22,17.6
WS00000730,S000018,C0025,2024-05-12,22,74,51.03
WS00000731,S000018,C0246,2024-09-07,22,43,24.02
WS00000732,S000018,C0468,2024-04-11,7,15,39.47
WS00000733,S000018,C0254,2024-09-05,15,103,92.79
WS00000734,S000018,C0002,2024-02-06,21,40,25.97
WS00000735,S000018,C0364,2024-04-05,3,95,57.23
WS00000736,S000018,C0219,2024-07-13,18,34,75.56
WS00000737,S000018,C0475,2024-03-05,5,10,27.78
WS00000738,S000018,C0204,2024-04-28,21,39,37.14
WS00000739,S000018,C0101,2024-08-12,22,27,24.11
WS00000740,S000018,C0044,2024-08-06,19,5,11.63
WS00000741,S000018,C0140,2024-10-02,21,17,41.46
WS00000742,S000018,C0243,2024-12-19,13,105,84.68
WS00000743,S000018,C0277,2024-10-27,12,11,31.43
WS00000744,S000018,C0361,2024-07-05,21,16,64.0
WS00000745,S000018,C0331,2024-03-23,0,5,4.85
WS00000746,S000018,C0014,2024-07-14,19,7,15.91
WS00000747,S000018,C0212,2024-05-14,21,19,61.29
WS00000748,S000018,C0119,2024-12-14,19,9,37.5
WS00000749,S000018,C0025,2024-04-24,3,47,32.41
WS00000750,S000018,C0212,2024-10-11,2,11,35.48
WS00000751,S000018,C0218,2024-09-02,21,31,72.09
WS00000752,S000019,C0278,2024-03-10,21,16,48.48
WS00000753,S000019,C0256,2024-11-03,1,87,80.56
WS00000754,S000019,C0433,2024-12-14,21,21,72.41
WS00000755,S000019,C0405,2024-04-16,15,14,35.0
WS00000756,S000019,C0014,2024-06-27,11,35,79.55
WS00000757,S000019,C0431,2024-03-22,12,34,94.44
WS00000758,S000019,C0473,2024-06-13,0,117,90.7
WS00000759,S000019,C0030,2024-10-30,23,104,62.28
WS00000760,S000019,C0400,2024-07-20,20,10,47.62
WS00000761,S000019,C0015,2024-02-17,14,48,38.71
WS00000762,S000019,C0455,2024-11-05,21,18,33.96
WS00000763,S000019,C0171,2024-03-01,22,17,56.67
WS00000764,S000019,C0230,2024-05-25,18,13,56.52
WS00000765,S000020,C0201,2024-11-09,21,46,86.79
WS00000766,S000020,C0021,2024-03-11,21,38,84.44
WS00000767,S000020,C0231,2024-05-02,10,16,55.17
WS00000768,S000020,C0111,2024-09-02,20,11,55.0
WS00000769,S000020,C0412,2024-10-07,0,6,20.0
WS00000770,S000020,C0201,2024-06-08,21,38,71.7
WS00000771,S000020,C0253,2024-10-29,21,23,74.19
WS00000772,S000020,C0394,2024-12-20,22,14,8.54
WS00000773,S000020,C0229,2024-09-04,6,36,83.72
WS00000774,S000020,C0115,2024-02-12,20,14,48.28
WS00000775,S000020,C0288,2024-11-22,20,23,67.65
WS00000776,S000020,C0470,2024-06-30,19,16,36.36
WS00000777,S000020,C0442,2024-03-30,6,164,95.91
WS00000778,S000020,C0141,2024-08-17,22,10,11.76
WS00000779,S000020,C0340,2024-08-06,20,31,96.88
WS00000780,S000020,C0271,2024-03-03,20,102,85.71
WS00000781,S000020,C0021,2024-09-11,9,5,11.11
WS00000782,S000020,C0267,2024-07-20,20,7,21.88
WS00000783,S000020,C0088,2024-06-25,22,11,12.09
WS00000784,S000021,C0447,2024-05-18,8,21,84.0
WS00000785,S000021,C0010,2024-10-14,20,70,84.34
WS00000786,S000021,C0251,2024-12-25,21,30,83.33
WS00000787,S000021,C0253,2024-04-09,14,28,90.32
WS00000788,S000021,C0005,2024-03-05,3,11,7.97
WS00000789,S000021,C0208,2024-07-18,21,20,95.24
WS00000790,S000021,C0425,2024-09-10,5,14,35.0
WS00000791,S000021,C0419,2024-04-12,14,41,34.75
WS00000792,S000021,C0328,2024-02-04,14,37,40.22
WS00000793,S000021,C0332,2024-01-17,23,19,50.0
WS00000794,S000021,C0021,2024-01-17,10,25,55.56
WS00000795,S000021,C0432,2024-01-28,8,40,97.56
WS00000796,S000021,C0303,2024-10-05,10,41,97.62
WS00000797,S000021,C0065,2024-05-03,22,20,37.04
WS00000798,S000021,C0013,2024-12-01,4,24,60.0
WS00000799,S000021,C0035,2024-02-01,15,118,87.41
WS00000800,S000021,C0248,2024-06-04,20,157,88.7
WS00000801,S000021,C0322,2024-12-16,22,7,17.07
WS00000802,S000021,C0303,2024-12-21,6,39,92.86
WS00000803,S000021,C0268,2024-06-22,8,48,96.0
WS00000804,S000021,C0345,2024-11-10,18,50,35.46
WS00000805,S000021,C0405,2024-07-18,13,22,55.0
WS00000806,S000021,C0304,2024-05-26,13,18,66.67
WS00000807,S000021,C0358,2024-07-20,22,16,72.73
WS00000808,S000021,C0289,2024-04-13,13,18,42.86
WS00000809,S000021,C0309,2024-10-24,3,16,35.56
WS00000810,S000021,C0436,2024-12-07,13,119,83.8
WS00000811,S000021,C0190,2024-01-09,17,27,72.97
WS00000812,S000021,C0221,2024-11-20,10,18,85.71
WS00000813,S000021,C0326,2024-10-13,22,5,4.13
WS00000814,S000021,C0156,2024-04-11,0,7,21.21
WS00000815,S000021,C0168,2024-07-16,21,8,21.62
WS00000816,S000021,C0378,2024-04-01,4,11,45.83
WS00000817,S000021,C0391,2024-02-25,20,29,93.55
WS00000818,S000021,C0436,2024-02-10,12,67,47.18
WS00000819,S000021,C0151,2024-11-16,22,19,59.38
WS00000820,S000021,C0097,2024-02-05,13,104,94.55
WS00000821,S000021,C0416,2024-07-11,12,160,100.0
WS00000822,S000021,C0336,2024-03-19,14,18,85.71
WS00000823,S000021,C0476,2024-11-09,15,23,74.19
WS00000824,S000021,C0495,2024-04-24,12,81,68.64
WS00000825,S000021,C0447,2024-11-01,2,8,32.0
WS00000826,S000021,C0272,2024-03-18,20,18,56.25
WS00000827,S000021,C0312,2024-06-18,12,18,18.37
WS00000828,S000021,C0318,2024-11-08,21,47,97.92
WS00000829,S000021,C0075,2024-11-02,21,35,39.33
WS00000830,S000021,C0323,2024-03-20,22,5,3.82
WS00000831,S000021,C0494,2024-11-11,2,22,68.75
WS00000832,S000021,C0328,2024-04-20,20,84,91.3
WS00000833,S000021,C0029,2024-09-03,22,20,38.46
WS00000834,S000021,C0234,2024-08-30,18,15,40.54
WS00000835,S000021,C0339,2024-06-30,13,14,63.64
WS00000836,S000021,C0352,2024-12-18,19,27,79.41
WS00000837,S000021,C0327,2024-02-22,15,20,76.92
WS00000838,S000021,C0094,2024-04-27,17,65,70.65
WS00000839,S000021,C0358,2024-02-23,4,12,54.55
WS00000840,S000021,C0046,2024-01-31,18,33,68.75
WS00000841,S000021,C0479,2024-10-04,6,67,54.03
WS00000842,S000021,C0104,2024-12-10,14,21,95.45
WS00000843,S000021,C0323,2024-10-06,8,60,45.8
WS00000844,S000021,C0266,2024-08-21,20,40,24.24
WS00000845,S000021,C0173,2024-11-09,21,26,76.47
WS00000846,S000021,C0023,2024-11-01,17,12,23.53
WS00000847,S000021,C0299,2024-12-25,22,50,61.73
WS00000848,S000021,C0149,2024-08-08,15,15,50.0
WS00000849,S000021,C0055,2024-11-27,20,23,46.0
WS00000850,S000021,C0383,2024-03-14,21,43,36.75
WS00000851,S000021,C0433,2024-03-28,6,29,100.0
WS00000852,S000021,C0065,2024-09-29,7,50,92.59
WS00000853,S000022,C0374,2024-02-06,16,29,72.5
WS00000854,S000022,C0440,2024-05-14,12,115,64.61
WS00000855,S000022,C0334,2024-08-25,21,39,95.12
WS00000856,S000022,C0454,2024-03-09,14,56,52.34
WS00000857,S000022,C0271,2024-03-22,5,25,21.01
WS00000858,S000022,C0395,2024-05-26,17,14,11.38
WS00000859,S000022,C0094,2024-08-20,7,45,48.91
WS00000860,S000022,C0411,2024-09-04,8,16,11.94
WS00000861,S000022,C0098,2024-04-22,12,42,93.33
WS00000862,S000022,C0466,2024-09-02,23,118,72.84
WS00000863,S000022,C0448,2024-12-04,13,35,100.0
WS00000864,S000022,C0114,2024-09-06,1,34,94.44
WS00000865,S000022,C0149,2024-09-02,6,9,30.0
WS00000866,S000022,C0475,2024-07-02,20,11,30.56
WS00000867,S000022,C0025,2024-07-02,16,106,73.1
WS00000868,S000022,C0494,2024-11-30,1,9,28.12
WS00000869,S000022,C0162,2024-12-28,22,48,92.31
WS00000870,S000022,C0307,2024-08-25,21,11,40.74
WS00000871,S000022,C0170,2024-11-06,20,31,62.0
WS00000872,S000022,C0500,2024-04-01,21,60,55.05
WS00000873,S000022,C0493,2024-03-12,16,52,44.07
WS00000874,S000022,C0293,2024-11-29,16,7,4.86
WS00000875,S000022,C0249,2024-08-18,21,81,54.0
WS00000876,S000022,C0107,2024-07-04,10,52,43.33
WS00000877,S000022,C0007,2024-10-18,0,61,51.69
WS00000878,S000022,C0280,2024-07-07,9,25,92.59
WS00000879,S000022,C0124,2024-10-10,20,10,25.64
WS00000880,S000022,C0482,2024-04-05,14,82,56.94
WS00000881,S000022,C0099,2024-03-18,18,8,20.51
WS00000882,S000022,C0339,2024-06-05,20,6,27.27
WS00000883,S000022,C0048,2024-02-11,14,69,79.31
WS00000884,S000022,C0081,2024-12-29,20,23,20.18
WS00000885,S000022,C0496,2024-11-30,22,6,27.27
WS00000886,S000022,C0353,2024-07-07,20,10,27.03
WS00000887,S000022,C0150,2024-05-03,8,7,5.43
WS00000888,S000022,C0067,2024-08-18,18,43,95.56
WS00000889,S000022,C0150,2024-11-02,12,113,87.6
WS00000890,S000022,C0106,2024-01-28,0,55,32.16
WS00000891,S000022,C0286,2024-01-08,3,12,57.14
WS00000892,S000022,C0041,2024-02-28,20,29,64.44
WS00000893,S000022,C0167,2024-08-01,8,75,88.24
WS00000894,S000022,C0294,2024-08-31,10,17,56.67
WS00000895,S000023,C0155,2024-06-11,23,25,75.76
WS00000896,S000023,C0050,2024-05-17,12,27,100.0
WS00000897,S000023,C0232,2024-06-17,19,41,50.0
WS00000898,S000023,C0051,2024-08-16,2,12,23.08
WS00000899,S000023,C0233,2024-01-19,7,5,17.86
WS00000900,S000023,C0142,2024-04-25,8,8,32.0
WS00000901,S000023,C0178,2024-06-09,21,14,53.85
WS00000902,S000023,C0473,2024-04-23,17,32,24.81
WS00000903,S000023,C0031,2024-08-30,22,28,30.77
WS00000904,S000023,C0265,2024-01-24,6,10,25.64
WS00000905,S000023,C0065,2024-04-09,18,27,50.0
WS00000906,S000023,C0250,2024-11-10,12,24,16.33
WS00000907,S000023,C0395,2024-12-05,19,59,47.97
WS00000908,S000023,C0236,2024-02-27,19,17,77.27
WS00000909,S000023,C0300,2024-09-01,21,146,97.99
WS00000910,S000023,C0162,2024-09-24,20,31,59.62
WS00000911,S000023,C0484,2024-12-11,5,5,18.52
WS00000912,S000023,C0405,2024-03-29,22,36,90.0
WS00000913,S000023,C0154,2024-01-16,11,40,33.61
WS00000914,S000023,C0162,2024-07-18,22,28,53.85
WS00000915,S000023,C0448,2024-06-05,20,17,48.57
WS00000916,S000023,C0299,2024-05-17,22,23,28.4
WS00000917,S000023,C0043,2024-10-22,20,52,29.21
WS00000918,S000023,C0113,2024-05-08,21,53,98.15
WS00000919,S000023,C0376,2024-08-03,15,28,70.0
WS00000920,S000023,C0481,2024-04-16,21,32,22.86
WS00000921,S000023,C0024,2024-02-13,0,44,91.67
WS00000922,S000023,C0481,2024-11-13,20,82,58.57
WS00000923,S000023,C0215,2024-07-30,8,8,4.88
WS00000924,S000023,C0287,2024-07-17,22,63,45.99
WS00000925,S000023,C0014,2024-10-05,22,34,77.27
WS00000926,S000023,C0487,2024-04-27,6,6,30.0
WS00000927,S000023,C0487,2024-08-25,12,11,55.0
WS00000928,S000023,C0415,2024-05-05,2,49,31.41
WS00000929,S000023,C0499,2024-01-06,6,6,16.22
WS00000930,S000023,C0418,2024-10-08,20,21,52.5
WS00000931,S000023,C0041,2024-12-20,21,39,86.67
WS00000932,S000023,C0304,2024-12-16,3,10,37.04
WS00000933,S000023,C0090,2024-03-12,12,26,28.57
WS00000934,S000023,C0389,2024-02-14,22,5,12.2
WS00000935,S000023,C0192,2024-12-17,11,15,62.5
WS00000936,S000023,C0221,2024-02-13,5,11,52.38
WS00000937,S000023,C0297,2024-05-27,2,43,37.07
WS00000938,S000023,C0302,2024-01-03,22,8,15.09
WS00000939,S000023,C0312,2024-12-10,1,71,72.45
WS00000940,S000023,C0466,2024-08-15,5,113,69.75
WS00000941,S000023,C0029,2024-04-18,20,43,82.69
WS00000942,S000023,C0443,2024-04-02,22,8,23.53
WS00000943,S000023,C0377,2024-09-14,13,7,25.93
WS00000944,S000023,C0334,2024-10-26,20,8,19.51
WS00000945,S000023,C0350,2024-06-20,21,23,28.4
WS00000946,S000023,C0399,2024-03-07,11,33,75.0
WS00000947,S000023,C0175,2024-08-20,22,11,52.38
