subscriber_id,region,device_type,plan_type,join_date,churn_date,monthly_revenue
S000487,South India,Laptop,Basic,2024-03-13,,199
S000488,Maharashtra,Tablet,Premium,2024-04-12,,699
S000489,North India,Mobile,Basic,2024-06-27,,199
S000490,North India,Laptop,Basic,2024-07-01,2024-12-07,199
S000491,East India,Mobile,Standard,2024-04-15,,399
S000492,East India,Smart TV,Basic,2024-12-05,,199
S000493,North India,Smart TV,Basic,2024-11-13,,199
S000494,North India,Laptop,Standard,2024-02-04,,399
S000495,North India,Tablet,Standard,2024-01-30,,399
S000496,West India,Smart TV,Basic,2024-06-27,,199
S000497,Maharashtra,Tablet,Basic,2024-09-29,,199
S000498,Karnataka,Laptop,Standard,2024-02-05,2024-07-29,399
S000499,East India,Smart TV,Basic,2024-12-02,,199
S000500,Karnataka,Mobile,Basic,2024-10-10,,199
S000501,Karnataka,Tablet,Basic,2024-06-24,,199
S000502,East India,Laptop,Premium,2024-04-21,,699
S000503,Karnataka,Mobile,Premium,2024-06-05,,699
S000504,East India,Desktop,Premium,2024-09-02,,699
S000505,East India,Laptop,Basic,2024-06-20,,199
S000506,Maharashtra,Smart TV,Standard,2024-06-26,,399
S000507,East India,Laptop,Standard,2024-08-14,,399
S000508,Maharashtra,Tablet,Basic,2024-04-25,,199
S000509,South India,Mobile,Basic,2024-01-24,2024-05-14,199
S000510,South India,Smart TV,Basic,2024-03-19,,199
S000511,North India,Mobile,Basic,2024-07-08,,199
S000512,North India,Mobile,Premium,2024-07-07,2024-11-29,699
S000513,North India,Mobile,Basic,2024-03-19,,199
S000514,Karnataka,Mobile,Basic,2024-07-10,,199
S000515,North India,Smart TV,Basic,2024-07-27,,199
S000516,Karnataka,Mobile,Basic,2024-03-25,,199
S000517,East India,Smart TV,Premium,2024-05-01,,699
S000518,South India,Laptop,Basic,2024-05-09,,199
S000519,East India,Mobile,Basic,2024-11-20,,199
S000520,South India,Mobile,Basic,2024-07-15,,199
S000521,South India,Mobile,Premium,2024-11-15,,699
S000522,North India,Mobile,Basic,2024-04-06,,199
S000523,South India,Mobile,Standard,2024-05-11,,399
S000524,North India,Laptop,Standard,2024-06-09,,399
S000525,South India,Mobile,Premium,2024-11-13,,699
S000526,Maharashtra,Laptop,Basic,2024-01-13,2024-06-03,199
S000527,Karnataka,Mobile,Premium,2024-03-19,,699
S000528,South India,Desktop,Standard,2024-11-09,2025-02-17,399
S000529,North India,Tablet,Standard,2024-07-11,,399
S000530,West India,Desktop,Basic,2024-11-29,,199
S000531,East India,Mobile,Basic,2024-07-16,,199
S000532,East India,Smart TV,Basic,2024-08-28,2025-02-01,199
S000533,Karnataka,Smart TV,Basic,2024-11-11,,199
S000534,North India,Smart TV,Premium,2024-05-05,,699
S000535,North India,Mobile,Premium,2024-06-06,2024-11-04,699
S000536,Karnataka,Laptop,Standard,2024-07-25,,399
S000537,South India,Mobile,Basic,2024-02-26,2024-04-30,199
S000538,East India,Laptop,Premium,2024-07-16,2024-12-21,699
S000539,South India,Smart TV,Basic,2024-03-01,,199
S000540,North India,Laptop,Standard,2024-03-14,,399
S000541,South India,Smart TV,Premium,2024-06-29,,699
S000542,East India,Laptop,Basic,2024-03-18,,199
S000543,Karnataka,Laptop,Basic,2024-03-21,,199
S000544,Maharashtra,Smart TV,Basic,2024-05-08,,199
S000545,South India,Mobile,Standard,2024-02-14,,399
S000546,West India,Mobile,Basic,2024-01-27,,199
S000547,South India,Laptop,Basic,2024-07-03,,199
S000548,Karnataka,Smart TV,Basic,2024-03-27,,199
S000549,South India,Smart TV,Standard,2024-03-07,,399
S000550,South India,Tablet,Standard,2024-03-11,,399
S000551,Karnataka,Smart TV,Premium,2024-03-01,,699
S000552,Maharashtra,Smart TV,Basic,2024-08-13,,199
S000553,South India,Smart TV,Basic,2024-03-14,,199
S000554,Karnataka,Laptop,Premium,2024-07-26,,699
S000555,South India,Smart TV,Basic,2024-07-05,,199
S000556,West India,Mobile,Standard,2024-01-13,,399
S000557,East India,Mobile,Standard,2024-07-21,2024-11-28,399
S000558,North India,Mobile,Basic,2024-12-09,2025-05-07,199
S000559,West India,Mobile,Premium,2024-05-09,,699
S000560,Karnataka,Mobile,Basic,2024-12-02,2025-02-19,199
S000561,Maharashtra,Smart TV,Standard,2024-05-28,,399
S000562,West India,Tablet,Standard,2024-09-30,,399
S000563,Maharashtra,Mobile,Basic,2024-03-13,,199
S000564,North India,Mobile,Premium,2024-02-16,,699
S000565,West India,Smart TV,Basic,2024-09-03,,199
S000566,South India,Laptop,Standard,2024-06-22,,399
S000567,West India,Laptop,Basic,2024-10-24,,199
S000568,North India,Laptop,Premium,2024-11-14,,699
S000569,Karnataka,Smart TV,Basic,2024-11-03,,199
S000570,North India,Mobile,Standard,2024-07-07,,399
S000571,Maharashtra,Smart TV,Basic,2024-05-23,,199
S000572,North India,Mobile,Standard,2024-05-27,,399
S000573,South India,Mobile,Basic,2024-11-29,,199
S000574,East India,Smart TV,Basic,2024-03-08,,199
S000575,West India,Smart TV,Premium,2024-02-18,,699
S000576,Maharashtra,Mobile,Standard,2024-04-07,,399
S000577,Maharashtra,Laptop,Basic,2024-03-06,2024-06-30,199
S000578,East India,Tablet,Premium,2024-05-09,,699
S000579,West India,Smart TV,Basic,2024-10-22,,199
S000580,Karnataka,Smart TV,Basic,2024-02-13,,199
S000581,East India,Smart TV,Basic,2024-01-18,,199
S000582,East India,Mobile,Basic,2024-03-11,,199
S000583,East India,Laptop,Premium,2024-04-16,2024-09-27,699
S000584,Maharashtra,Mobile,Basic,2024-03-09,,199
S000585,Maharashtra,Laptop,Basic,2024-01-17,,199
S000586,East India,Mobile,Standard,2024-04-15,,399
S000587,West India,Mobile,Basic,2024-09-22,,199
S000588,North India,Laptop,Standard,2024-01-10,,399
S000589,West India,Mobile,Premium,2024-09-13,,699
S000590,West India,Smart TV,Standard,2024-03-25,,399
S000591,South India,Mobile,Basic,2024-01-12,,199
S000592,West India,Smart TV,Basic,2024-09-23,,199
S000593,Maharashtra,Laptop,Standard,2024-05-18,2024-06-26,399
S000594,Karnataka,Tablet,Basic,2024-12-27,,199
S000595,South India,Mobile,Standard,2024-12-07,,399
S000596,North India,Laptop,Premium,2024-12-08,,699
S000597,West India,Tablet,Premium,2024-07-07,,699
S000598,Karnataka,Smart TV,Basic,2024-05-24,,199
S000599,Karnataka,Smart TV,Basic,2024-07-18,,199
S000600,West India,Mobile,Basic,2024-10-15,,199
S000601,Karnataka,Laptop,Premium,2024-10-30,2025-02-10,699
S000602,East India,Laptop,Basic,2024-08-21,,199
S000603,Maharashtra,Laptop,Basic,2024-08-19,,199
S000604,South India,Mobile,Standard,2024-10-15,,399
S000605,South India,Mobile,Basic,2024-03-24,,199
S000606,Maharashtra,Tablet,Standard,2024-09-10,,399
S000607,East India,Tablet,Basic,2024-12-08,,199
S000608,North India,Mobile,Standard,2024-06-09,,399
S000609,South India,Laptop,Standard,2024-08-16,,399
S000610,Maharashtra,Mobile,Basic,2024-11-16,2025-01-18,199
S000611,Karnataka,Mobile,Basic,2024-04-21,,199
S000612,East India,Mobile,Basic,2024-09-15,,199
S000613,Maharashtra,Tablet,Standard,2024-04-17,,399
S000614,South India,Tablet,Standard,2024-05-06,,399
S000615,West India,Laptop,Basic,2024-05-30,,199
S000616,West India,Smart TV,Basic,2024-01-05,,199
S000617,West India,Laptop,Basic,2024-06-26,,199
S000618,Karnataka,Smart TV,Basic,2024-08-27,,199
S000619,Maharashtra,Smart TV,Basic,2024-01-26,,199
S000620,Maharashtra,Mobile,Basic,2024-08-06,,199
S000621,Maharashtra,Mobile,Basic,2024-07-07,,199
S000622,North India,Mobile,Basic,2024-03-30,,199
S000623,East India,Mobile,Standard,2024-08-31,,399
S000624,Maharashtra,Laptop,Premium,2024-11-28,,699
S000625,Maharashtra,Mobile,Basic,2024-02-11,,199
S000626,East India,Mobile,Standard,2024-07-18,,399
S000627,Maharashtra,Smart TV,Standard,2024-06-14,,399
S000628,West India,Desktop,Basic,2024-01-04,,199
S000629,Maharashtra,Tablet,Basic,2024-04-10,,199
S000630,South India,Laptop,Standard,2024-03-03,,399
S000631,West India,Mobile,Basic,2024-09-11,,199
S000632,North India,Mobile,Basic,2024-03-09,,199
S000633,North India,Mobile,Basic,2024-09-07,2025-01-04,199
S000634,North India,Smart TV,Standard,2024-05-11,,399
S000635,Karnataka,Mobile,Basic,2024-02-18,,199
S000636,East India,Smart TV,Basic,2024-06-16,,199
S000637,Maharashtra,Tablet,Premium,2024-03-20,,699
S000638,Karnataka,Tablet,Basic,2024-07-13,,199
S000639,Maharashtra,Smart TV,Premium,2024-05-03,2024-07-26,699
S000640,Maharashtra,Mobile,Premium,2024-07-04,,699
S000641,North India,Smart TV,Premium,2024-01-16,,699
S000642,Karnataka,Smart TV,Premium,2024-02-14,,699
S000643,North India,Mobile,Standard,2024-01-19,,399
S000644,South India,Smart TV,Basic,2024-02-03,,199
S000645,South India,Mobile,Basic,2024-08-18,,199
S000646,North India,Laptop,Basic,2024-05-07,2024-10-19,199
S000647,North India,Mobile,Basic,2024-03-25,,199
S000648,West India,Smart TV,Standard,2024-07-03,,399
S000649,South India,Mobile,Basic,2024-03-03,,199
S000650,East India,Smart TV,Standard,2024-04-06,,399
S000651,North India,Tablet,Basic,2024-09-22,,199
S000652,Karnataka,Smart TV,Basic,2024-01-21,,199
S000653,Maharashtra,Mobile,Basic,2024-06-30,,199
S000654,East India,Smart TV,Standard,2024-07-16,,399
S000655,East India,Laptop,Premium,2024-10-03,,699
S000656,South India,Mobile,Basic,2024-02-24,2024-07-11,199
S000657,Maharashtra,Mobile,Premium,2024-07-16,,699
S000658,Karnataka,Mobile,Standard,2024-11-17,,399
S000659,East India,Mobile,Premium,2024-10-02,,699
S000660,Maharashtra,Desktop,Basic,2024-04-09,,199
S000661,West India,Mobile,Basic,2024-09-07,,199
S000662,North India,Mobile,Basic,2024-07-15,2024-09-11,199
S000663,North India,Laptop,Basic,2024-11-20,,199
S000664,East India,Mobile,Basic,2024-10-12,,199
S000665,West India,Smart TV,Premium,2024-10-14,,699
S000666,Maharashtra,Laptop,Standard,2024-08-01,,399
S000667,East India,Mobile,Basic,2024-04-18,,199
S000668,Karnataka,Mobile,Standard,2024-12-07,,399
S000669,South India,Tablet,Standard,2024-06-15,,399
S000670,West India,Mobile,Standard,2024-09-10,,399
S000671,East India,Desktop,Basic,2024-07-19,,199
S000672,West India,Mobile,Basic,2024-08-07,,199
S000673,Karnataka,Mobile,Premium,2024-07-12,,699
S000674,North India,Smart TV,Basic,2024-06-14,2024-10-09,199
S000675,West India,Mobile,Basic,2024-05-19,,199
S000676,South India,Smart TV,Basic,2024-12-24,,199
S000677,Karnataka,Mobile,Standard,2024-01-17,,399
S000678,South India,Mobile,Premium,2024-04-28,2024-07-11,699
S000679,South India,Mobile,Basic,2024-09-27,2025-02-04,199
S000680,East India,Mobile,Premium,2024-12-07,,699
S000681,South India,Mobile,Basic,2024-05-24,,199
S000682,East India,Smart TV,Basic,2024-01-17,,199
S000683,Maharashtra,Smart TV,Standard,2024-08-06,,399
S000684,Maharashtra,Mobile,Premium,2024-09-15,,699
S000685,Maharashtra,Tablet,Basic,2024-02-25,,199
S000686,West India,Mobile,Premium,2024-06-03,,699
S000687,West India,Mobile,Basic,2024-09-14,2024-12-18,199
S000688,East India,Mobile,Premium,2024-01-22,,699
S000689,Maharashtra,Mobile,Basic,2024-08-03,,199
S000690,South India,Mobile,Standard,2024-09-24,,399
S000691,East India,Smart TV,Standard,2024-12-01,,399
S000692,Maharashtra,Smart TV,Basic,2024-01-11,,199
S000693,East India,Smart TV,Standard,2024-06-10,,399
S000694,West India,Mobile,Basic,2024-03-10,,199
S000695,Maharashtra,Tablet,Basic,2024-07-17,,199
S000696,Karnataka,Laptop,Standard,2024-03-31,,399
S000697,North India,Laptop,Standard,2024-03-29,,399
S000698,South India,Smart TV,Standard,2024-02-21,,399
S000699,Karnataka,Smart TV,Basic,2024-06-14,2024-08-19,199
S000700,South India,Mobile,Basic,2024-03-19,2024-05-31,199
S000701,Karnataka,Laptop,Basic,2024-12-23,2025-01-23,199
S000702,Maharashtra,Mobile,Basic,2024-11-20,,199
S000703,Maharashtra,Mobile,Standard,2024-07-07,2024-10-02,399
S000704,Karnataka,Smart TV,Basic,2024-02-16,,199
S000705,South India,Smart TV,Premium,2024-02-22,,699
S000706,Maharashtra,Mobile,Standard,2024-03-04,,399
S000707,Maharashtra,Tablet,Basic,2024-01-03,,199
S000708,Maharashtra,Smart TV,Basic,2024-07-21,,199
S000709,South India,Tablet,Basic,2024-03-06,2024-07-24,199
S000710,North India,Tablet,Standard,2024-10-17,,399
S000711,South India,Mobile,Basic,2024-07-09,,199
S000712,South India,Smart TV,Standard,2024-03-09,,399
S000713,West India,Smart TV,Premium,2024-01-10,,699
S000714,East India,Smart TV,Basic,2024-11-21,,199
S000715,South India,Laptop,Basic,2024-07-07,,199
S000716,East India,Mobile,Basic,2024-03-12,,199
S000717,Maharashtra,Smart TV,Basic,2024-09-15,,199
S000718,East India,Laptop,Basic,2024-05-28,,199
S000719,East India,Smart TV,Basic,2024-12-23,,199
S000720,Maharashtra,Mobile,Basic,2024-07-17,,199
S000721,West India,Smart TV,Standard,2024-12-06,,399
S000722,North India,Mobile,Standard,2024-09-05,,399
S000723,West India,Mobile,Standard,2024-10-11,,399
S000724,North India,Laptop,Basic,2024-12-07,,199
S000725,Maharashtra,Mobile,Basic,2024-06-14,,199
S000726,South India,Smart TV,Basic,2024-03-31,,199
S000727,Maharashtra,Laptop,Basic,2024-08-07,,199
S000728,South India,Mobile,Basic,2024-06-12,,199
S000729,East India,Smart TV,Standard,2024-05-08,2024-10-09,399
S000730,South India,Laptop,Basic,2024-02-22,,199
S000731,West India,Smart TV,Premium,2024-05-29,,699
S000732,East India,Laptop,Basic,2024-04-26,2024-09-07,199
S000733,North India,Mobile,Basic,2024-10-27,,199
S000734,East India,Smart TV,Premium,2024-01-24,,699
S000735,East India,Laptop,Basic,2024-09-27,,199
S000736,East India,Mobile,Basic,2024-03-08,,199
S000737,South India,Smart TV,Basic,2024-04-12,,199
S000738,North India,Tablet,Basic,2024-09-15,,199
S000739,West India,Smart TV,Basic,2024-03-19,,199
S000740,North India,Smart TV,Standard,2024-10-14,,399
S000741,South India,Smart TV,Basic,2024-10-12,2025-01-29,199
S000742,Maharashtra,Mobile,Basic,2024-11-02,2025-03-18,199
S000743,Karnataka,Mobile,Basic,2024-06-12,2024-12-04,199
S000744,Maharashtra,Mobile,Basic,2024-10-26,,199
S000745,East India,Laptop,Basic,2024-12-01,,199
S000746,Karnataka,Smart TV,Premium,2024-04-10,,699
S000747,East India,Mobile,Standard,2024-12-24,2025-01-24,399
S000748,West India,Smart TV,Premium,2024-03-22,,699
S000749,North India,Mobile,Basic,2024-01-12,,199
S000750,Maharashtra,Mobile,Basic,2024-06-19,,199
S000751,Karnataka,Tablet,Standard,2024-04-09,,399
S000752,South India,Mobile,Standard,2024-05-22,,399
S000753,North India,Laptop,Basic,2024-03-22,,199
S000754,South India,Smart TV,Basic,2024-09-26,,199
S000755,West India,Laptop,Basic,2024-12-27,,199
S000756,North India,Desktop,Premium,2024-07-14,,699
S000757,Maharashtra,Mobile,Premium,2024-10-26,,699
S000758,Karnataka,Smart TV,Premium,2024-05-16,2024-07-17,699
S000759,North India,Mobile,Basic,2024-01-29,,199
S000760,West India,Smart TV,Basic,2024-03-02,,199
S000761,South India,Mobile,Basic,2024-10-26,2025-04-10,199
S000762,South India,Mobile,Basic,2024-03-04,,199
S000763,West India,Smart TV,Basic,2024-03-09,,199
S000764,Karnataka,Smart TV,Premium,2024-06-10,,699
S000765,Karnataka,Tablet,Basic,2024-01-03,,199
S000766,South India,Laptop,Basic,2024-07-06,,199
S000767,South India,Mobile,Standard,2024-01-11,,399
S000768,Maharashtra,Mobile,Standard,2024-02-15,,399
S000769,Karnataka,Smart TV,Basic,2024-09-11,,199
S000770,North India,Laptop,Basic,2024-11-24,,199
S000771,East India,Mobile,Basic,2024-11-23,,199
S000772,South India,Mobile,Standard,2024-07-08,,399
S000773,South India,Mobile,Basic,2024-06-17,2024-10-21,199
S000774,Maharashtra,Smart TV,Basic,2024-04-15,,199
S000775,North India,Smart TV,Standard,2024-09-25,2025-02-08,399
S000776,Maharashtra,Desktop,Basic,2024-10-12,,199
S000777,North India,Tablet,Basic,2024-08-28,,199
S000778,East India,Laptop,Premium,2024-04-15,,699
S000779,Maharashtra,Mobile,Standard,2024-09-29,,399
S000780,West India,Smart TV,Premium,2024-09-02,,699
S000781,South India,Tablet,Standard,2024-05-30,,399
S000782,West India,Smart TV,Basic,2024-07-01,,199
S000783,East India,Smart TV,Premium,2024-02-20,,699
S000784,North India,Laptop,Basic,2024-04-29,,199
S000785,Maharashtra,Desktop,Basic,2024-11-24,,199
S000786,Maharashtra,Tablet,Basic,2024-05-08,,199
S000787,East India,Smart TV,Basic,2024-05-09,2024-07-01,199
S000788,East India,Smart TV,Premium,2024-11-09,,699
S000789,East India,Smart TV,Basic,2024-12-16,,199
S000790,South India,Mobile,Basic,2024-06-08,,199
S000791,South India,Desktop,Premium,2024-01-31,,699
S000792,North India,Mobile,Standard,2024-09-12,,399
S000793,North India,Mobile,Standard,2024-10-20,,399
S000794,West India,Smart TV,Premium,2024-07-16,,699
S000795,South India,Tablet,Premium,2024-05-06,,699
S000796,Karnataka,Laptop,Premium,2024-07-22,,699
S000797,East India,Smart TV,Premium,2024-03-25,,699
S000798,Karnataka,Mobile,Basic,2024-06-09,,199
S000799,North India,Mobile,Premium,2024-01-31,,699
S000800,Maharashtra,Mobile,Standard,2024-08-14,2024-12-22,399
S000801,Maharashtra,Mobile,Premium,2024-12-06,,699
S000802,Karnataka,Mobile,Standard,2024-04-30,,399
S000803,Maharashtra,Mobile,Premium,2024-01-01,,699
S000804,West India,Laptop,Standard,2024-11-08,,399
S000805,Karnataka,Laptop,Standard,2024-12-24,,399
S000806,Karnataka,Tablet,Premium,2024-03-09,,699
S000807,South India,Mobile,Standard,2024-07-30,,399
S000808,Karnataka,Mobile,Basic,2024-02-08,,199
S000809,South India,Smart TV,Premium,2024-05-16,2024-10-20,699
S000810,Maharashtra,Mobile,Basic,2024-01-15,,199
S000811,South India,Tablet,Standard,2024-10-06,,399
S000812,East India,Mobile,Standard,2024-02-29,,399
S000813,North India,Mobile,Standard,2024-05-30,,399
S000814,North India,Smart TV,Basic,2024-10-05,,199
S000815,Maharashtra,Laptop,Standard,2024-06-06,,399
S000816,South India,Smart TV,Basic,2024-10-15,,199
S000817,Karnataka,Laptop,Premium,2024-01-17,,699
S000818,South India,Mobile,Basic,2024-03-24,,199
S000819,Maharashtra,Smart TV,Premium,2024-12-12,,699
S000820,East India,Smart TV,Basic,2024-03-20,,199
S000821,Maharashtra,Desktop,Standard,2024-01-12,,399
S000822,Karnataka,Smart TV,Basic,2024-09-29,,199
S000823,Karnataka,Smart TV,Standard,2024-03-06,2024-06-04,399
S000824,Karnataka,Tablet,Standard,2024-02-24,,399
S000825,Karnataka,Laptop,Standard,2024-08-24,,399
S000826,East India,Tablet,Basic,2024-09-11,,199
S000827,West India,Mobile,Basic,2024-09-29,,199
S000828,East India,Smart TV,Basic,2024-04-18,,199
S000829,South India,Smart TV,Premium,2024-12-03,2025-02-07,699
S000830,South India,Smart TV,Basic,2024-11-23,,199
S000831,North India,Laptop,Basic,2024-12-13,2025-01-22,199
S000832,East India,Smart TV,Standard,2024-03-27,2024-05-10,399
S000833,West India,Mobile,Standard,2024-04-23,,399
S000834,East India,Laptop,Basic,2024-08-01,,199
S000835,Maharashtra,Laptop,Basic,2024-07-12,2024-12-27,199
S000836,North India,Tablet,Basic,2024-04-27,,199
S000837,West India,Laptop,Standard,2024-11-18,2025-03-05,399
S000838,Karnataka,Smart TV,Basic,2024-06-19,,199
S000839,Maharashtra,Mobile,Premium,2024-11-01,,699
S000840,East India,Mobile,Basic,2024-01-09,,199
S000841,North India,Mobile,Basic,2024-12-18,,199
S000842,Karnataka,Smart TV,Premium,2024-08-13,,699
S000843,Maharashtra,Mobile,Basic,2024-08-24,,199
S000844,Karnataka,Laptop,Basic,2024-06-04,,199
S000845,Maharashtra,Mobile,Standard,2024-12-09,2025-03-30,399
S000846,East India,Smart TV,Basic,2024-06-16,,199
S000847,North India,Desktop,Basic,2024-09-30,,199
S000848,South India,Smart TV,Standard,2024-07-17,,399
S000849,West India,Smart TV,Basic,2024-04-25,,199
S000850,Karnataka,Mobile,Basic,2024-08-07,2024-12-20,199
S000851,North India,Mobile,Basic,2024-04-09,,199
S000852,North India,Laptop,Standard,2024-03-03,,399
S000853,West India,Mobile,Basic,2024-04-01,,199
S000854,North India,Smart TV,Basic,2024-05-11,2024-09-25,199
S000855,South India,Desktop,Premium,2024-11-18,,699
S000856,Maharashtra,Mobile,Basic,2024-12-25,,199
S000857,East India,Smart TV,Basic,2024-02-27,,199
S000858,West India,Smart TV,Basic,2024-08-21,2024-12-06,199
S000859,South India,Smart TV,Premium,2024-11-30,,699
S000860,East India,Laptop,Standard,2024-09-11,,399
S000861,East India,Mobile,Basic,2024-12-04,,199
S000862,East India,Mobile,Basic,2024-09-14,2024-10-19,199
S000863,South India,Smart TV,Premium,2024-08-09,,699
S000864,Maharashtra,Smart TV,Premium,2024-08-23,,699
